Posting Date,Transaction Date,Amount,Credit Debit Indicator,type,Type Group,Reference,Instructed Currency,Currency Exchange Rate,Instructed Amount,Description,Category,Check Serial Number,Card Ending
12/13/2023,12/11/2023,5.03,Debit,POS,POS,,,,,Christopher's,Restaurants/Dining,,
12/13/2023,12/11/2023,5.03,Debit,POS,POS,,,,,Christopher's,Restaurants/Dining,,
12/13/2023,12/11/2023,5.03,Debit,POS,POS,,,,,Christopher's,Restaurants/Dining,,
12/13/2023,12/11/2023,4.79,Debit,POS,POS,,,,,Christopher's,Restaurants/Dining,,
12/13/2023,12/12/2023,4.60,Debit,POS,POS,,,,,Debit- XX 3286 Roasting Plant Cof London,Restaurants/Dining,,
12/13/2023,12/12/2023,4.16,Debit,POS,POS,,,,,Tesco,Groceries,,
12/13/2023,12/11/2023,2.77,Debit,POS,POS,,,,,Debit- XX 3286 Caffe Nero Borough London,Restaurants/Dining,,
12/13/2023,12/12/2023,2.52,Debit,POS,POS,,,,,Debit- XX 3286 Nya*lovebite Vendi XX0215,Restaurants/Dining,,
12/13/2023,12/12/2023,2.14,Debit,POS,POS,,,,,Tesco,Groceries,,
12/13/2023,12/12/2023,0.19,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa Belushis.com London GB,Service Charges/Fees,,
12/13/2023,12/12/2023,0.16,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa St Christophers Vi London GB,Service Charges/Fees,,
12/13/2023,12/12/2023,0.12,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa St Christophers Vi London GB,Service Charges/Fees,,
12/13/2023,12/13/2023,0.11,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa Southwark Street L London GB,Service Charges/Fees,,
12/13/2023,12/12/2023,0.10,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa St Christophers Vi London GB,Service Charges/Fees,,
12/13/2023,12/12/2023,0.09,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa St Christophers Vi London GB,Service Charges/Fees,,
12/13/2023,12/12/2023,0.09,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa St Christophers Vi London GB,Service Charges/Fees,,
12/13/2023,12/12/2023,0.09,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa Www.hostelworld.co Dublin IE,Service Charges/Fees,,
12/13/2023,12/12/2023,0.08,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa St Christophers Vi London GB,Service Charges/Fees,,
12/13/2023,12/12/2023,0.07,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa St Christophers Vi London GB,Service Charges/Fees,,
12/13/2023,12/12/2023,0.06,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa London Bridge Loca London Se1 GB,Service Charges/Fees,,
12/13/2023,12/12/2023,0.06,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa Zettle_*the Free F London GB,Service Charges/Fees,,
12/13/2023,12/12/2023,0.05,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa St Christophers Vi London GB,Service Charges/Fees,,
12/13/2023,12/12/2023,0.05,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa St Christophers Vi London GB,Service Charges/Fees,,
12/13/2023,12/12/2023,0.05,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa St Christophers Vi London GB,Service Charges/Fees,,
12/13/2023,12/12/2023,0.05,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa St Christophers Vi London GB,Service Charges/Fees,,
12/13/2023,12/12/2023,0.05,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa St Christophers Vi London GB,Service Charges/Fees,,
12/13/2023,12/13/2023,0.05,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa Roasting Plant Cof London GB,Service Charges/Fees,,
12/13/2023,12/12/2023,0.04,Debit,Debit,Debit,,,,,Tesco Service Charges/Fees,Service Charges/Fees,,
12/13/2023,12/12/2023,0.03,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa Caffe Nero Borough London GB,Service Charges/Fees,,
12/13/2023,12/12/2023,0.03,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa Nya*lovebite Vendi XX0215 GB,Service Charges/Fees,,
12/13/2023,12/12/2023,0.02,Debit,Debit,Debit,,,,,Tesco Service Charges/Fees,Service Charges/Fees,,
12/12/2023,12/11/2023,38.37,Debit,POS,POS,,,,,Debit- XX 3286 Bills-website.co.u London,Online Services,,
12/12/2023,12/11/2023,25.22,Debit,POS,POS,,,,,Debit- XX 3286 Shakespeares Globe London,Restaurants/Dining,,
12/12/2023,12/11/2023,16.57,Debit,POS,POS,,,,,Tesco,Groceries,,
12/12/2023,12/11/2023,11.34,Debit,POS,POS,,,,,Debit- XX 3286 Southwark Street L London,Other Expenses,,
12/12/2023,12/11/2023,10.08,Debit,POS,POS,,,,,Debit- XX 3286 London Bridge Loca London Se1,Groceries,,
12/12/2023,12/11/2023,8.45,Debit,POS,POS,,,,,Red Lion,Restaurants/Dining,,
12/12/2023,12/11/2023,6.31,Debit,POS,POS,,,,,Christopher's,Travel,,
12/12/2023,12/10/2023,5.03,Debit,POS,POS,,,,,Christopher's,Restaurants/Dining,,
12/12/2023,12/11/2023,4.67,Debit,POS,POS,,,,,Tate Modern Current Exhibitions,Restaurants/Dining,,
12/12/2023,12/11/2023,3.78,Debit,POS,POS,,,,,Debit- XX 3286 Joos London,Other Expenses,,
12/12/2023,12/11/2023,0.25,Debit,POS,POS,,,,,Debit- XX 3286 Nya*the Royal Park XX5440,Restaurants/Dining,,
12/12/2023,12/11/2023,0.38,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa Bills-website.co.u London GB,Service Charges/Fees,,
12/12/2023,12/11/2023,0.25,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa Shakespeares Globe London GB,Service Charges/Fees,,
12/12/2023,12/11/2023,0.17,Debit,Debit,Debit,,,,,Tesco Service Charges/Fees,Service Charges/Fees,,
12/12/2023,12/12/2023,0.11,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa Southwark Street L London GB,Service Charges/Fees,,
12/12/2023,12/11/2023,0.10,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa London Bridge Loca London Se1 GB,Service Charges/Fees,,
12/12/2023,12/11/2023,0.08,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa Red Lion (the) London Sw1a GB,Service Charges/Fees,,
12/12/2023,12/11/2023,0.06,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa St Christophers Vi London United GB,Service Charges/Fees,,
12/12/2023,12/11/2023,0.05,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa St Christophers Vi London GB,Service Charges/Fees,,
12/12/2023,12/11/2023,0.05,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa Tate Modern Eats London GB,Service Charges/Fees,,
12/12/2023,12/11/2023,0.04,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa Joos London GB,Service Charges/Fees,,
12/12/2023,12/11/2023,0.00,Credit,Credit,Credit,,,,,Returned Intl Fee Visa Nya*the Royal Park XX5440 GB,Service Charges/Fees,,
12/11/2023,12/07/2023,36.60,Debit,POS,POS,,,,,Debit- XX 3286 Tst* Mox Boarding Portland OR,Restaurants/Dining,,
12/11/2023,12/08/2023,25.93,Debit,POS,POS,,,,,Icelandair,Groceries,,
12/11/2023,12/10/2023,25.11,Debit,POS,POS,,,,,Debit- XX 3286 Honest Burgers Lon London,Restaurants/Dining,,
12/11/2023,12/08/2023,18.00,Debit,POS,POS,,,,,TaquerÃ­a,Restaurants/Dining,,
12/11/2023,12/09/2023,17.83,Debit,POS,POS,,,,,New Cascadia Tradition,Restaurants/Dining,,
12/11/2023,12/10/2023,17.18,Debit,POS,POS,,,,,Mathus,Restaurants/Dining,,
12/11/2023,12/08/2023,15.66,Debit,POS,POS,,,,,Debit- XX 3286 Rocket 5459 Portland OR US,Other Expenses,,
12/11/2023,12/10/2023,14.25,Debit,POS,POS,,,,,Debit- XX 3286 Sn Gat Airport Sst Horley,Travel,,
12/11/2023,12/09/2023,13.37,Debit,POS,POS,,,,,The Market,Groceries,,
12/11/2023,12/09/2023,9.60,Debit,POS,POS,,,,,Corner Store,Groceries,,
12/11/2023,12/10/2023,8.45,Debit,POS,POS,,,,,Debit- XX 3286 Hercules London Se1,Travel,,
12/11/2023,12/07/2023,8.00,Debit,POS,POS,,,,,Debit- XX 3286 Psu Taps Parking K XX3442 OR,Travel,,
12/11/2023,12/09/2023,6.75,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
12/11/2023,12/08/2023,5.50,Debit,POS,POS,,,,,Debit- XX 3286 Sq *stumptown Coff Portland OR,Restaurants/Dining,,
12/11/2023,12/09/2023,5.00,Debit,POS,POS,,,,,Hop Fastpass,Travel,,
12/11/2023,12/10/2023,4.60,Debit,POS,POS,,,,,Starbucks,Restaurants/Dining,,
12/11/2023,12/09/2023,4.31,Debit,POS,POS,,,,,New Cascadia Tradition,Restaurants/Dining,,
12/11/2023,12/10/2023,2.35,Debit,POS,POS,,,,,Debit- XX 3286 Duty Free Store Reykjanesbaer,General Merchandise,,
12/11/2023,12/08/2023,2.00,Debit,POS,POS,,,,,Debit- XX 3286 Sq *stumptown Coff Portland OR,Restaurants/Dining,,
12/11/2023,12/10/2023,188.13,Debit,ATM,ATM,,,,,ATM Withdrawal Plus XX5678 London GB,ATM/Cash Withdrawals,,
12/11/2023,12/10/2023,1.88,Debit,Debit,Debit,,,,,Intl Transaction Fee Plus XX5678 London GB,Service Charges/Fees,,
12/11/2023,12/10/2023,1.00,Debit,Debit,Debit,,,,,ATM Fee - Withdrawal,Service Charges/Fees,,
12/11/2023,12/09/2023,0.26,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa Icelandair. XX8455 Reykjavik IS,Service Charges/Fees,,
12/11/2023,12/10/2023,0.25,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa Honest Burgers Lon London GB,Service Charges/Fees,,
12/11/2023,12/11/2023,0.17,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa Mathus Sudur Reykjanesbaer IS,Service Charges/Fees,,
12/11/2023,12/10/2023,0.14,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa Sn Gat Airport Sst Horley GB,Service Charges/Fees,,
12/11/2023,12/10/2023,0.08,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa Hercules London Se1 GB,Service Charges/Fees,,
12/11/2023,12/10/2023,0.05,Debit,Debit,Debit,,,,,Starbucks Service Charges/Fees,Service Charges/Fees,,
12/11/2023,12/10/2023,0.02,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa Duty Free Store Reykjanesbaer IS,Service Charges/Fees,,
12/08/2023,12/07/2023,187.49,Debit,POS,POS,,,,,Debit- XX 3286 Lner Online XX5333,Online Services,,
12/08/2023,12/07/2023,152.88,Debit,POS,POS,,,,,Christopher's,Restaurants/Dining,,
12/08/2023,12/07/2023,54.53,Debit,POS,POS,,,,,Christopher's,Restaurants/Dining,,
12/08/2023,12/07/2023,20.95,Debit,POS,POS,,,,,Seasweets Poke,Restaurants/Dining,,
12/08/2023,12/07/2023,16.99,Debit,POS,POS,,,,,Amazon Marketplace,General Merchandise,,
12/08/2023,12/07/2023,5.59,Debit,POS,POS,,,,,Debit- XX 3286 Rocket 5459 Portland OR US,Other Expenses,,
12/08/2023,12/07/2023,2.99,Debit,POS,POS,,,,,Debit- XX 3286 Rocket 5459 Portland OR US,Other Expenses,,
12/08/2023,12/07/2023,2.20,Debit,POS,POS,,,,,Portland Parking,Travel,,
12/08/2023,12/07/2023,1.87,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa Lner Online XX5333 GB,Service Charges/Fees,,
12/08/2023,12/07/2023,1.53,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa St Christophers In London GB,Service Charges/Fees,,
12/08/2023,12/07/2023,0.55,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa St Christophers In London GB,Service Charges/Fees,,
12/08/2023,12/07/2023,17.50,Credit,Credit,Credit,,,,,Adjustment - Cr Www.hostelworld.co Dublin,Refunds/Adjustments,,
12/07/2023,12/06/2023,30.80,Debit,POS,POS,,,,,Debit- XX 3286 Thai Peaco* Thai P Thaipeacockpd OR,Restaurants/Dining,,
12/07/2023,12/07/2023,28.27,Debit,POS,POS,,,,,Debit- XX 3286 Www.hostelworld.co Dublin,Other Expenses,,
12/07/2023,12/05/2023,20.00,Debit,POS,POS,,,,,Shell,Gasoline/Fuel,,
12/07/2023,12/07/2023,10.08,Debit,POS,POS,,,,,Debit- XX 3286 Www.hostelworld.co Dublin,Other Expenses,,
12/07/2023,12/06/2023,9.25,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
12/07/2023,12/06/2023,7.97,Debit,POS,POS,,,,,Debit- XX 3286 Rocket 5459 Portland OR US,Other Expenses,,
12/07/2023,12/07/2023,7.50,Debit,POS,POS,,,,,Payment to Patreon,Dues and Subscriptions,,
12/07/2023,12/06/2023,5.59,Debit,POS,POS,,,,,Debit- XX 3286 Rocket 5459 Portland OR US,Other Expenses,,
12/07/2023,12/06/2023,1.50,Debit,POS,POS,,,,,Portland Parking,Travel,,
12/07/2023,12/07/2023,0.28,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa Www.hostelworld.co Dublin IE,Service Charges/Fees,,
12/07/2023,12/07/2023,0.10,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa Www.hostelworld.co Dublin IE,Service Charges/Fees,,
12/07/2023,12/06/2023,0.08,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa Patreon* Membershi Internet IE,Service Charges/Fees,,
12/06/2023,12/06/2023,174.21,Debit,ACH Debit,ACH Debit,,,,,Payment to Allstate,Insurance,2100002,
12/06/2023,12/06/2023,10.54,Debit,ACH Debit,ACH Debit,,,,,Transfer to PayPal,Transfers,9100001,
12/06/2023,12/05/2023,9.87,Debit,POS,POS,,,,,Debit- XX 3286 Rocket 5459 Portland OR US,Other Expenses,,
12/06/2023,12/05/2023,5.00,Debit,POS,POS,,,,,Debit- XX 3286 Sq *case Study Cof Portland OR,Restaurants/Dining,,
12/06/2023,12/05/2023,4.80,Debit,POS,POS,,,,,Portland Parking,Travel,,
12/06/2023,12/05/2023,4.25,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
12/06/2023,12/05/2023,0.99,Debit,POS,POS,,,,,Apple,Electronics,,
12/06/2023,12/06/2023,1000.00,Credit,Credit,Credit,,,,,Transfer from Zelle,Transfers,,
12/05/2023,12/05/2023,15.31,Debit,ACH Debit,ACH Debit,,,,,Payment to Portland General Electric,Utilities,9100001,
12/05/2023,12/04/2023,48.71,Debit,POS,POS,,,,,Whole Foods Market,Groceries,,
12/05/2023,12/03/2023,38.50,Debit,POS,POS,,,,,Sizzle Pie,Restaurants/Dining,,
12/05/2023,12/03/2023,33.50,Debit,POS,POS,,,,,Beulahland,Clothing/Shoes,,
12/05/2023,12/04/2023,4.75,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
12/04/2023,12/04/2023,1505.99,Debit,ACH Debit,ACH Debit,,,,,- Pl*anchornwprope Web Pmts XX2468,Rent,11192468,
12/04/2023,12/04/2023,58.40,Debit,ACH Debit,ACH Debit,,,,,Payment to Portland General Electric,Utilities,9100001,
12/04/2023,12/02/2023,24.00,Debit,POS,POS,,,,,Debit- XX 3286 Ground Breaker Bre Portland OR,Restaurants/Dining,,
12/04/2023,12/01/2023,17.90,Debit,POS,POS,,,,,Lyft,Travel,,
12/04/2023,12/02/2023,16.48,Debit,POS,POS,,,,,Whole Foods Market,Groceries,,
12/04/2023,12/02/2023,14.68,Debit,POS,POS,,,,,Shake Shack,Restaurants/Dining,,
12/04/2023,12/01/2023,14.00,Debit,POS,POS,,,,,Crave Creperie,Restaurants/Dining,,
12/04/2023,12/02/2023,12.88,Debit,POS,POS,,,,,Franks A Lot,Restaurants/Dining,,
12/04/2023,12/02/2023,9.99,Debit,POS,POS,,,,,Crunchyroll,Entertainment,,
12/04/2023,12/03/2023,8.88,Debit,POS,POS,,,,,Debit- XX 3286 Rocket 5459 Portland OR US,Other Expenses,,
12/04/2023,12/03/2023,8.00,Debit,POS,POS,,,,,Debit- XX 3286 Holman's Hello Inn Portland OR,Groceries,,
12/04/2023,12/01/2023,8.00,Debit,POS,POS,,,,,Debit- XX 3286 Holman's Hello Inn Portland OR,Groceries,,
12/04/2023,12/02/2023,5.59,Debit,POS,POS,,,,,7-Eleven,Groceries,,
12/04/2023,12/02/2023,3.00,Debit,POS,POS,,,,,Blink,Home Improvement,,
12/04/2023,12/01/2023,1.99,Debit,POS,POS,,,,,Amazon Prime Video,Entertainment,,
12/01/2023,11/30/2023,40.93,Debit,POS,POS,,,,,Debit- XX 3286 Pawfecthouse Singapore,Restaurants/Dining,,
12/01/2023,11/30/2023,23.62,Debit,POS,POS,,,,,Debit- XX 3286 Your Side Chicks Portland OR,Restaurants/Dining,,
12/01/2023,11/30/2023,15.99,Debit,POS,POS,,,,,Apple,Electronics,,
12/01/2023,11/30/2023,10.99,Debit,POS,POS,,,,,Spotify,Entertainment,,
12/01/2023,12/01/2023,10.57,Debit,POS,POS,,,,,Debit- XX 3286 Rocket 5459 Portland OR US,Other Expenses,,
12/01/2023,11/30/2023,7.75,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
12/01/2023,11/30/2023,7.00,Debit,POS,POS,,,,,Debit- XX 3286 Sq *case Study Cof Portland OR,Restaurants/Dining,,
12/01/2023,11/30/2023,3.50,Debit,POS,POS,,,,,Debit- XX 3286 Sq *amedia Portland OR,Clothing/Shoes,,
12/01/2023,11/30/2023,0.41,Debit,Debit,Debit,,,,,Intl Transaction Fee Visa Pawfecthouse Singapore SG,Service Charges/Fees,,
11/30/2023,11/30/2023,0.25,Credit,Credit,Credit,,,,,Interest Income,Interest,,
11/30/2023,11/30/2023,200.00,Debit,Transfer,Transfer,,,,,Transfer To Credit Card -4587,Credit Card Payments,,
11/30/2023,11/29/2023,17.00,Debit,POS,POS,,,,,Debit- XX 3286 Sq *texicano Portland OR,Restaurants/Dining,,
11/30/2023,11/29/2023,12.60,Debit,POS,POS,,,,,Lyft,Travel,,
11/30/2023,11/29/2023,8.08,Debit,POS,POS,,,,,Debit- XX 3286 Rocket 5459 Portland OR US,Other Expenses,,
11/30/2023,11/29/2023,4.25,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
11/29/2023,11/28/2023,18.75,Debit,POS,POS,,,,,Target,General Merchandise,,
11/29/2023,11/28/2023,16.00,Debit,POS,POS,,,,,Debit- XX 3286 Venmo *ole Ole XX-7733 NY,Online Services,,
11/29/2023,11/28/2023,13.56,Debit,POS,POS,,,,,Debit- XX 3286 Rocket 5459 Portland OR US,Other Expenses,,
11/29/2023,11/28/2023,7.00,Debit,POS,POS,,,,,Debit- XX 3286 Sq *case Study Cof Portland OR,Restaurants/Dining,,
11/29/2023,11/29/2023,2094.15,Credit,ACH Credit,ACH Credit,,,,,Salary/Regular Income from Department Of Veteran Affairs,Paychecks/Salary,11103600,
11/29/2023,11/29/2023,1703.25,Credit,ACH Credit,ACH Credit,,,,,Salary/Regular Income from U.s. Dept. Of Veterans Affairs,Paychecks/Salary,11173693,
11/28/2023,11/28/2023,11.94,Debit,ACH Debit,ACH Debit,,,,,Payment to Allstate,Insurance,2100002,
11/28/2023,11/27/2023,22.60,Debit,POS,POS,,,,,Whole Foods Market,Groceries,,
11/28/2023,11/27/2023,5.59,Debit,POS,POS,,,,,Debit- XX 3286 Rocket 5459 Portland OR US,Other Expenses,,
11/27/2023,11/25/2023,125.00,Debit,POS,POS,,,,,Gold Pan Lodge,Travel,,
11/27/2023,11/27/2023,107.50,Debit,POS,POS,,,,,Transfer to Venmo,Transfers,,
11/27/2023,11/25/2023,52.14,Debit,POS,POS,,,,,Debit- XX 3286 Quincy 76 Quincy US,Other Expenses,,
11/27/2023,11/25/2023,46.98,Debit,POS,POS,,,,,Debit- XX 3286 Gpi*quines Creek G Glendale OR,Other Expenses,,
11/27/2023,11/24/2023,27.39,Debit,POS,POS,,,,,Rabbit Traxx,Groceries,,
11/27/2023,11/26/2023,23.62,Debit,POS,POS,,,,,Debit- XX 3286 Your Side Chicks Portland OR,Restaurants/Dining,,
11/27/2023,11/25/2023,18.18,Debit,POS,POS,,,,,Debit- XX 3286 Rocket 5459 Portland OR US,Other Expenses,,
11/27/2023,11/25/2023,17.50,Debit,POS,POS,,,,,In-N-Out Burger,Restaurants/Dining,,
11/27/2023,11/24/2023,16.95,Debit,POS,POS,,,,,Rabbit Traxx,Groceries,,
11/27/2023,11/25/2023,10.27,Debit,POS,POS,,,,,Chevron,Gasoline/Fuel,,
11/27/2023,11/25/2023,7.98,Debit,POS,POS,,,,,Safeway,Groceries,,
11/27/2023,11/26/2023,6.99,Debit,POS,POS,,,,,Netflix,Entertainment,,
11/27/2023,11/26/2023,5.99,Debit,POS,POS,,,,,O'Reilly Auto Parts,Automotive Expenses,,
11/27/2023,11/26/2023,5.99,Debit,POS,POS,,,,,Debit- XX 3286 Ott* Dropout Httpswww.drop CA,Online Services,,
11/27/2023,11/26/2023,5.48,Debit,POS,POS,,,,,Debit- XX 3286 Rocket 5459 Portland OR US,Other Expenses,,
11/27/2023,11/25/2023,4.79,Debit,POS,POS,,,,,Candy Co,Groceries,,
11/27/2023,11/26/2023,1.99,Debit,POS,POS,,,,,Amazon Prime Video,Entertainment,,
11/27/2023,11/25/2023,300.00,Credit,Credit,Credit,,,,,Transfer from Zelle,Transfers,,
11/17/2023,11/16/2023,9.00,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
11/17/2023,11/15/2023,5.49,Debit,POS,POS,,,,,Shell,Gasoline/Fuel,,
11/17/2023,11/16/2023,5.00,Debit,POS,POS,,,,,*case study cof,Restaurants/Dining,,
11/17/2023,11/15/2023,2.99,Debit,POS,POS,,,,,Skype,Telephone Services,,
11/17/2023,11/17/2023,46129.80,Credit,Transfer,Transfer,,,,,Transfer,Transfers,,
11/16/2023,11/15/2023,27.11,Debit,POS,POS,,,,,Debit- XX 3286 Rocket 5459 Portland US,Other Expenses,,
11/16/2023,11/15/2023,19.95,Debit,POS,POS,,,,,Amazon Marketplace,General Merchandise,,
11/16/2023,11/15/2023,6.25,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
11/16/2023,11/15/2023,2.50,Debit,POS,POS,,,,,Debit- XX 3286 Csc Servicework Portland OR,Gasoline/Fuel,,
11/16/2023,11/15/2023,2.00,Debit,POS,POS,,,,,Debit- XX 3286 Csc Servicework Portland OR,Gasoline/Fuel,,
11/15/2023,11/14/2023,22.00,Debit,POS,POS,,,,,Debit- XX 3286 Sq *sammich Portla Portland OR,Other Expenses,,
11/15/2023,11/15/2023,14.99,Debit,POS,POS,,,,,Blizzard Entertainment,Entertainment,,
11/14/2023,11/13/2023,1.99,Debit,POS,POS,,,,,Amazon Prime Video,Entertainment,,
11/13/2023,11/13/2023,5.99,Debit,ACH Debit,ACH Debit,,,,,- Pl*anchornwprope Web Pmts XX2468,Rent,11192468,
11/13/2023,11/12/2023,101.94,Debit,POS,POS,,,,,Trader Joe's,Groceries,,
11/13/2023,11/11/2023,32.00,Debit,POS,POS,,,,,Debit- XX 3286 Ground Breaker Bre Portland OR,Restaurants/Dining,,
11/13/2023,11/10/2023,26.00,Debit,POS,POS,,,,,Debit- XX 3286 Tst* Ankeny Tap & Portland OR,Restaurants/Dining,,
11/13/2023,11/10/2023,25.75,Debit,POS,POS,,,,,Bellagios Pizza,Restaurants/Dining,,
11/13/2023,11/11/2023,25.36,Debit,POS,POS,,,,,Debit- XX 3286 Sq *salvi Pdx At G Gosq.com OR,Online Services,,
11/13/2023,11/11/2023,19.90,Debit,POS,POS,,,,,Lyft,Travel,,
11/13/2023,11/11/2023,19.40,Debit,POS,POS,,,,,Burgerville,Restaurants/Dining,,
11/13/2023,11/10/2023,17.70,Debit,POS,POS,,,,,Lyft,Travel,,
11/13/2023,11/10/2023,16.00,Debit,POS,POS,,,,,The Alibi,Restaurants/Dining,,
11/13/2023,11/12/2023,15.99,Debit,POS,POS,,,,,Apple,Electronics,,
11/13/2023,11/11/2023,13.82,Debit,POS,POS,,,,,Lyft,Travel,,
11/13/2023,11/11/2023,12.00,Debit,POS,POS,,,,,The Alibi,Restaurants/Dining,,
11/13/2023,11/11/2023,11.17,Debit,POS,POS,,,,,Debit- XX 3286 Rocket 5459 Portland OR US,Other Expenses,,
11/13/2023,11/12/2023,10.99,Debit,POS,POS,,,,,Lyft,Travel,,
11/13/2023,11/12/2023,9.78,Debit,POS,POS,,,,,Debit- XX 3286 Rocket 5459 Portland OR US,Other Expenses,,
11/13/2023,11/10/2023,8.50,Debit,POS,POS,,,,,Beulahland,Clothing/Shoes,,
11/13/2023,11/10/2023,8.50,Debit,POS,POS,,,,,Beulahland,Clothing/Shoes,,
11/13/2023,11/10/2023,8.00,Debit,POS,POS,,,,,Debit- XX 3286 Holman's Hello Inn Portland OR,Groceries,,
11/13/2023,11/10/2023,8.00,Debit,POS,POS,,,,,Debit- XX 3286 Holman's Hello Inn Portland OR,Groceries,,
11/13/2023,11/10/2023,4.25,Debit,POS,POS,,,,,Crema Coffee,Restaurants/Dining,,
11/13/2023,11/12/2023,4.20,Debit,POS,POS,,,,,Lyft,Travel,,
11/10/2023,11/10/2023,23.10,Debit,POS,POS,,,,,Pop Pizza,Restaurants/Dining,,
11/10/2023,11/09/2023,9.78,Debit,POS,POS,,,,,Debit- XX 3286 Rocket 5459 Portland OR US,Other Expenses,,
11/10/2023,11/09/2023,5.00,Debit,POS,POS,,,,,*case study cof,Restaurants/Dining,,
11/09/2023,11/08/2023,45.00,Debit,POS,POS,,,,,Venmo Transfer,Transfers,,
11/09/2023,11/08/2023,28.20,Debit,POS,POS,,,,,Whole Foods Market,Groceries,,
11/09/2023,11/08/2023,16.00,Debit,POS,POS,,,,,PayPal Transfer,Transfers,,
11/09/2023,11/08/2023,8.68,Debit,POS,POS,,,,,Debit- XX 3286 Rocket 5459 Portland OR US,Other Expenses,,
11/09/2023,11/08/2023,8.50,Debit,POS,POS,,,,,Fifty Licks,Restaurants/Dining,,
11/09/2023,11/08/2023,5.20,Debit,POS,POS,,,,,Lyft,Travel,,
11/09/2023,11/08/2023,1.99,Debit,POS,POS,,,,,Amazon Prime Video,Entertainment,,
11/09/2023,11/08/2023,1.99,Debit,POS,POS,,,,,Amazon Prime Video,Entertainment,,
11/08/2023,11/06/2023,588.90,Debit,POS,POS,,,,,Icelandair,Travel,,
11/08/2023,11/07/2023,18.50,Debit,POS,POS,,,,,Debit- XX 3286 Tst* Fire On The M Portland OR,Restaurants/Dining,,
11/08/2023,11/07/2023,5.39,Debit,POS,POS,,,,,Debit- XX 3286 Rocket 5459 Portland OR US,Other Expenses,,
11/08/2023,11/07/2023,4.45,Debit,POS,POS,,,,,Debit- XX 3286 Sunnys Espresso An Portland OR,Restaurants/Dining,,
11/08/2023,11/07/2023,3.29,Debit,POS,POS,,,,,Debit- XX 3286 Rocket 5459 Portland OR US,Other Expenses,,
11/07/2023,11/07/2023,174.21,Debit,ACH Debit,ACH Debit,,,,,Allstate Insurance Payment,Insurance,2100002,
11/07/2023,11/07/2023,20.48,Debit,ACH Debit,ACH Debit,,,,,Portland General Electric Utilities Payment,Utilities,9100001,
11/07/2023,11/03/2023,25.95,Debit,POS,POS,,,,,Debit- XX 3286 Modern Taco - Wick Hood River OR,Restaurants/Dining,,
11/07/2023,11/06/2023,22.00,Debit,POS,POS,,,,,Debit- XX 3286 Sq *sammich Portla Portland OR,Other Expenses,,
